claim_id,shipment_id,claim_amount,claim_reason,claim_status
CL01875,S088554,13941,Late Delivery,Open
CL01876,S052195,6315,Late Delivery,Open
CL01877,S016330,9786,Lost Container,Under Review
CL01878,S039754,10881,Lost Container,Under Review
CL01879,S013604,5790,Customs Issue,Under Review
CL01880,S076545,11951,Late Delivery,Open
CL01881,S064062,4223,Late Delivery,Under Review
CL01882,S050196,14677,Customs Issue,Under Review
CL01883,S043537,13867,Late Delivery,Open
CL01884,S044977,4053,Customs Issue,Under Review
CL01885,S079590,13972,Late Delivery,Open
CL01886,S070456,7612,Customs Issue,Closed
CL01887,S036836,9076,Lost Container,Closed
CL01888,S006679,8522,Damage,Closed
CL01889,S076491,8837,Late Delivery,Open
CL01890,S046430,8958,Lost Container,Under Review
CL01891,S021517,2535,Lost Container,Open
CL01892,S020293,13943,Damage,Closed
CL01893,S038797,8361,Late Delivery,Closed
CL01894,S032373,1428,Lost Container,Closed
CL01895,S052135,11780,Late Delivery,Open
CL01896,S023871,842,Lost Container,Under Review
CL01897,S057415,11566,Late Delivery,Open
CL01898,S058347,9738,Customs Issue,Under Review
CL01899,S050206,7167,Late Delivery,Under Review
CL01900,S002668,5678,Lost Container,Under Review
CL01901,S028907,10604,Late Delivery,Under Review
CL01902,S027031,1076,Lost Container,Open
CL01903,S008083,14445,Late Delivery,Under Review
CL01904,S088334,610,Late Delivery,Open
CL01905,S015954,7532,Late Delivery,Open
CL01906,S032526,14235,Lost Container,Under Review
CL01907,S089272,7524,Customs Issue,Open
CL01908,S049821,8970,Lost Container,Open
CL01909,S019552,12494,Customs Issue,Closed
CL01910,S049427,7710,Damage,Closed
CL01911,S040912,4230,Late Delivery,Under Review
CL01912,S051071,14119,Lost Container,Under Review
CL01913,S000725,14207,Late Delivery,Closed
CL01914,S027634,1902,Lost Container,Open
CL01915,S078343,13602,Late Delivery,Closed
CL01916,S046673,4536,Damage,Under Review
CL01917,S035269,14771,Late Delivery,Under Review
CL01918,S032244,10486,Customs Issue,Closed
CL01919,S059079,915,Damage,Open
CL01920,S087255,14945,Customs Issue,Closed
CL01921,S011664,9371,Lost Container,Under Review
CL01922,S013314,596,Damage,Closed
CL01923,S075618,7482,Lost Container,Closed
CL01924,S072494,10943,Late Delivery,Under Review
CL01925,S073459,1294,Lost Container,Under Review
CL01926,S083369,11965,Late Delivery,Under Review
CL01927,S029454,7078,Late Delivery,Under Review
CL01928,S089178,9532,Damage,Closed
CL01929,S035415,11341,Late Delivery,Open
CL01930,S007267,6746,Damage,Under Review
CL01931,S087298,14971,Late Delivery,Open
CL01932,S087477,12580,Lost Container,Open
CL01933,S075963,1642,Customs Issue,Closed
CL01934,S001301,2907,Damage,Under Review
CL01935,S038746,8467,Damage,Under Review
CL01936,S051530,13845,Customs Issue,Under Review
CL01937,S079573,1256,Lost Container,Under Review
CL01938,S026558,5057,Customs Issue,Under Review
CL01939,S055543,9025,Damage,Open
CL01940,S069747,12333,Customs Issue,Closed
CL01941,S013072,3131,Customs Issue,Open
CL01942,S084257,11166,Damage,Under Review
CL01943,S023694,3316,Late Delivery,Open
CL01944,S055152,524,Damage,Closed
CL01945,S072294,13126,Late Delivery,Under Review
CL01946,S077167,13101,Damage,Closed
CL01947,S001579,5885,Damage,Closed
CL01948,S082588,12403,Lost Container,Open
CL01949,S028901,12230,Lost Container,Closed
CL01950,S060488,13149,Damage,Closed
CL01951,S083088,7547,Damage,Open
CL01952,S011086,9481,Late Delivery,Open
CL01953,S015237,7928,Damage,Under Review
CL01954,S018954,5954,Damage,Open
CL01955,S052288,11245,Late Delivery,Closed
CL01956,S039055,6044,Customs Issue,Under Review
CL01957,S047349,8969,Lost Container,Closed
CL01958,S077874,9140,Late Delivery,Under Review
CL01959,S014299,12203,Late Delivery,Closed
CL01960,S003583,6859,Lost Container,Closed
CL01961,S090026,9489,Customs Issue,Under Review
CL01962,S052203,9515,Lost Container,Closed
CL01963,S055980,2271,Damage,Open
CL01964,S039892,7802,Lost Container,Closed
CL01965,S042836,2984,Lost Container,Open
CL01966,S081756,1124,Lost Container,Closed
CL01967,S062555,1082,Customs Issue,Open
CL01968,S004292,3197,Damage,Under Review
CL01969,S061643,12518,Customs Issue,Closed
CL01970,S099254,11632,Late Delivery,Under Review
CL01971,S027473,3875,Damage,Open
CL01972,S022543,2580,Late Delivery,Open
CL01973,S016489,12001,Lost Container,Closed
CL01974,S055738,6451,Late Delivery,Closed
CL01975,S062896,13897,Damage,Closed
CL01976,S033561,8252,Damage,Open
CL01977,S040223,536,Damage,Closed
CL01978,S042933,1032,Late Delivery,Open
CL01979,S044449,12310,Customs Issue,Open
CL01980,S081868,3521,Lost Container,Closed
CL01981,S092203,516,Customs Issue,Open
CL01982,S018100,14752,Customs Issue,Under Review
CL01983,S088085,4802,Lost Container,Open
CL01984,S076779,14613,Damage,Closed
CL01985,S035169,2451,Damage,Under Review
CL01986,S030979,11990,Customs Issue,Open
CL01987,S094319,10190,Damage,Open
CL01988,S099122,7860,Late Delivery,Open
CL01989,S038083,8022,Customs Issue,Under Review
CL01990,S028164,5823,Late Delivery,Under Review
CL01991,S037793,8429,Damage,Closed
CL01992,S074424,9304,Lost Container,Under Review
CL01993,S007135,11384,Damage,Open
CL01994,S020488,2706,Late Delivery,Under Review
CL01995,S096283,11676,Late Delivery,Under Review
CL01996,S032066,9810,Damage,Open
CL01997,S093724,11466,Late Delivery,Open
CL01998,S048908,10414,Late Delivery,Open
CL01999,S002734,3930,Lost Container,Open
CL02000,S038862,1333,Late Delivery,Open
CL02001,S009928,5506,Customs Issue,Open
CL02002,S014363,4087,Damage,Closed
CL02003,S047591,2436,Customs Issue,Under Review
CL02004,S028617,10047,Customs Issue,Closed
CL02005,S037459,8989,Late Delivery,Open
CL02006,S044933,12409,Customs Issue,Open
CL02007,S055790,9484,Lost Container,Closed
CL02008,S088182,7685,Lost Container,Closed
CL02009,S060527,7409,Damage,Open
CL02010,S099065,1329,Lost Container,Open
CL02011,S059176,7903,Damage,Closed
CL02012,S006089,3283,Late Delivery,Under Review
CL02013,S065766,14379,Damage,Under Review
CL02014,S066710,7397,Damage,Under Review
CL02015,S044997,1994,Lost Container,Open
CL02016,S006016,932,Damage,Closed
CL02017,S042154,7160,Lost Container,Under Review
CL02018,S042536,11435,Damage,Open
CL02019,S044164,2577,Damage,Under Review
CL02020,S037113,869,Late Delivery,Closed
CL02021,S064549,5124,Customs Issue,Open
CL02022,S050508,14844,Late Delivery,Open
CL02023,S000366,2890,Lost Container,Under Review
CL02024,S083052,1797,Customs Issue,Open
CL02025,S075161,14601,Late Delivery,Under Review
CL02026,S072735,9005,Damage,Closed
CL02027,S086798,5337,Lost Container,Under Review
CL02028,S032492,5818,Late Delivery,Open
CL02029,S092281,4179,Customs Issue,Open
CL02030,S019141,7480,Late Delivery,Closed
CL02031,S071101,6800,Lost Container,Open
CL02032,S033822,1197,Late Delivery,Under Review
CL02033,S045989,3686,Late Delivery,Open
CL02034,S015478,14049,Late Delivery,Open
CL02035,S073902,8115,Lost Container,Closed
CL02036,S092027,9140,Customs Issue,Open
CL02037,S023143,6853,Damage,Open
CL02038,S080557,3143,Damage,Under Review
CL02039,S009433,4880,Customs Issue,Closed
CL02040,S011773,14309,Damage,Closed
CL02041,S031714,7961,Damage,Under Review
CL02042,S007525,6070,Customs Issue,Under Review
CL02043,S028784,14189,Late Delivery,Under Review
CL02044,S081256,14902,Customs Issue,Closed
CL02045,S021770,9679,Damage,Open
CL02046,S022476,5793,Customs Issue,Under Review
CL02047,S075766,7871,Late Delivery,Open
CL02048,S015876,13026,Damage,Open
CL02049,S070438,10622,Late Delivery,Closed
CL02050,S018777,6345,Damage,Closed
CL02051,S045545,6097,Customs Issue,Open
CL02052,S023858,13887,Lost Container,Under Review
CL02053,S042002,14478,Customs Issue,Open
CL02054,S054612,11054,Customs Issue,Under Review
CL02055,S036807,14987,Damage,Under Review
CL02056,S093823,6069,Damage,Closed
CL02057,S052545,5157,Late Delivery,Open
CL02058,S072931,4692,Late Delivery,Under Review
CL02059,S072336,9552,Customs Issue,Open
CL02060,S015864,6334,Late Delivery,Open
CL02061,S056905,10150,Customs Issue,Closed
CL02062,S054890,5052,Lost Container,Closed
CL02063,S017705,8082,Damage,Closed
CL02064,S016015,3085,Damage,Open
CL02065,S009713,2721,Customs Issue,Closed
CL02066,S038528,8027,Customs Issue,Under Review
CL02067,S028331,14045,Lost Container,Open
CL02068,S059584,4223,Damage,Closed
CL02069,S040012,7542,Late Delivery,Open
CL02070,S003867,12538,Late Delivery,Closed
CL02071,S018789,14763,Customs Issue,Open
CL02072,S006309,8358,Damage,Under Review
CL02073,S062076,13422,Lost Container,Closed
CL02074,S080095,14361,Late Delivery,Closed
CL02075,S062968,6115,Lost Container,Open
CL02076,S000164,3187,Late Delivery,Under Review
CL02077,S000380,11097,Late Delivery,Open
CL02078,S033133,9404,Late Delivery,Open
CL02079,S016833,13818,Lost Container,Closed
CL02080,S048843,3548,Lost Container,Closed
CL02081,S088420,2927,Late Delivery,Open
CL02082,S051139,8462,Lost Container,Closed
CL02083,S077490,13878,Damage,Closed
CL02084,S065034,13904,Customs Issue,Open
CL02085,S037029,4744,Late Delivery,Open
CL02086,S034045,12210,Damage,Open
CL02087,S031892,8534,Customs Issue,Closed
CL02088,S095269,4413,Damage,Under Review
CL02089,S073181,10520,Customs Issue,Under Review
CL02090,S059733,9768,Late Delivery,Closed
CL02091,S064870,6598,Late Delivery,Closed
CL02092,S080199,4757,Damage,Open
CL02093,S001256,2576,Lost Container,Under Review
CL02094,S034671,3097,Lost Container,Under Review
CL02095,S027953,4773,Late Delivery,Under Review
CL02096,S049096,6358,Late Delivery,Under Review
CL02097,S017817,6868,Customs Issue,Under Review
CL02098,S098494,12106,Damage,Under Review
CL02099,S016749,2026,Damage,Open
CL02100,S076653,7801,Lost Container,Open
CL02101,S009345,12233,Damage,Closed
CL02102,S098962,2637,Damage,Open
CL02103,S026954,5766,Lost Container,Open
CL02104,S019904,12448,Damage,Closed
CL02105,S017218,3340,Late Delivery,Closed
CL02106,S073701,2311,Customs Issue,Under Review
CL02107,S087960,2852,Customs Issue,Open
CL02108,S008206,12302,Late Delivery,Closed
CL02109,S062549,11129,Late Delivery,Closed
CL02110,S098734,14340,Lost Container,Closed
CL02111,S058632,992,Damage,Open
CL02112,S095310,10558,Late Delivery,Under Review
CL02113,S077130,3478,Damage,Closed
CL02114,S062131,5024,Late Delivery,Closed
CL02115,S008803,9055,Damage,Closed
CL02116,S055720,1520,Damage,Closed
CL02117,S053003,2315,Damage,Closed
CL02118,S012840,12408,Damage,Open
CL02119,S089722,11235,Customs Issue,Open
CL02120,S004719,2884,Late Delivery,Closed
CL02121,S074122,656,Lost Container,Closed
CL02122,S011859,955,Late Delivery,Closed
CL02123,S084071,12682,Damage,Closed
CL02124,S067739,14581,Late Delivery,Under Review
CL02125,S001765,3676,Lost Container,Closed
CL02126,S021347,7185,Damage,Open
CL02127,S006870,9726,Customs Issue,Under Review
CL02128,S050016,2733,Customs Issue,Closed
CL02129,S060932,4615,Late Delivery,Under Review
CL02130,S054648,6468,Lost Container,Closed
CL02131,S034500,10091,Late Delivery,Open
CL02132,S003533,3290,Late Delivery,Under Review
CL02133,S079888,5795,Customs Issue,Under Review
CL02134,S088387,6141,Customs Issue,Under Review
CL02135,S020682,9337,Customs Issue,Closed
CL02136,S063875,6713,Late Delivery,Closed
CL02137,S060163,10803,Customs Issue,Closed
CL02138,S046261,9989,Lost Container,Closed
CL02139,S040353,14725,Late Delivery,Under Review
CL02140,S034278,1413,Customs Issue,Open
CL02141,S043495,13533,Lost Container,Closed
CL02142,S023037,2190,Late Delivery,Under Review
CL02143,S049040,3578,Late Delivery,Under Review
CL02144,S051128,13348,Damage,Under Review
CL02145,S099851,6356,Damage,Closed
CL02146,S032833,9516,Damage,Under Review
CL02147,S071058,1518,Damage,Under Review
CL02148,S085486,645,Lost Container,Under Review
CL02149,S019488,8221,Damage,Under Review
CL02150,S035771,14841,Customs Issue,Open
CL02151,S017177,14026,Late Delivery,Open
CL02152,S021821,3795,Damage,Open
CL02153,S038273,8966,Damage,Closed
CL02154,S032852,11784,Lost Container,Open
CL02155,S072152,8083,Customs Issue,Closed
CL02156,S050417,879,Customs Issue,Under Review
CL02157,S070939,5260,Customs Issue,Open
CL02158,S005408,11213,Late Delivery,Closed
CL02159,S083740,7279,Lost Container,Closed
CL02160,S057641,9247,Customs Issue,Open
CL02161,S068239,7286,Late Delivery,Under Review
CL02162,S016663,9019,Lost Container,Open
CL02163,S024669,13071,Damage,Open
CL02164,S014366,13917,Lost Container,Closed
CL02165,S027923,2603,Damage,Open
CL02166,S031815,4316,Late Delivery,Under Review
CL02167,S048679,4331,Customs Issue,Closed
CL02168,S086034,11320,Lost Container,Closed
CL02169,S016572,8148,Customs Issue,Closed
CL02170,S088653,4984,Damage,Under Review
CL02171,S009130,13154,Damage,Under Review
CL02172,S092899,2607,Damage,Under Review
CL02173,S088442,763,Lost Container,Under Review
CL02174,S096454,12147,Lost Container,Closed
CL02175,S070997,1184,Lost Container,Under Review
CL02176,S096383,8697,Customs Issue,Closed
CL02177,S049331,597,Late Delivery,Open
CL02178,S036203,9068,Damage,Open
CL02179,S024964,13006,Late Delivery,Closed
CL02180,S017374,14794,Lost Container,Under Review
CL02181,S028247,557,Lost Container,Under Review
CL02182,S042121,14990,Damage,Under Review
CL02183,S022968,13705,Damage,Under Review
CL02184,S071508,10661,Customs Issue,Open
CL02185,S013652,2029,Late Delivery,Closed
CL02186,S007436,10390,Late Delivery,Under Review
CL02187,S048450,7704,Lost Container,Open
CL02188,S028023,13312,Customs Issue,Closed
CL02189,S091647,2967,Late Delivery,Under Review
CL02190,S041625,8800,Lost Container,Under Review
CL02191,S092714,6143,Lost Container,Under Review
CL02192,S092426,6704,Late Delivery,Under Review
CL02193,S049654,3598,Customs Issue,Closed
CL02194,S020368,3786,Damage,Closed
CL02195,S003203,4762,Lost Container,Under Review
CL02196,S012382,7315,Damage,Closed
CL02197,S040883,7517,Lost Container,Open
CL02198,S031551,12705,Late Delivery,Under Review
CL02199,S005866,8339,Damage,Open
CL02200,S060746,1314,Late Delivery,Closed
CL02201,S069251,3269,Late Delivery,Open
CL02202,S054537,4755,Customs Issue,Open
CL02203,S076536,3104,Lost Container,Under Review
CL02204,S042414,10360,Damage,Under Review
CL02205,S049970,5800,Late Delivery,Under Review
CL02206,S064269,3815,Customs Issue,Open
CL02207,S088584,7414,Damage,Under Review
CL02208,S004822,850,Late Delivery,Open
CL02209,S038536,14520,Late Delivery,Open
CL02210,S059909,6285,Lost Container,Under Review
CL02211,S052453,6771,Lost Container,Under Review
CL02212,S014577,6170,Damage,Closed
CL02213,S005010,6850,Late Delivery,Open
CL02214,S095745,5382,Lost Container,Open
CL02215,S063293,4438,Late Delivery,Closed
CL02216,S049687,12226,Late Delivery,Under Review
CL02217,S011465,8717,Lost Container,Open
CL02218,S022506,10915,Late Delivery,Open
CL02219,S017031,1009,Late Delivery,Under Review
CL02220,S012664,3305,Lost Container,Closed
CL02221,S055940,1933,Lost Container,Open
CL02222,S018032,6452,Late Delivery,Under Review
CL02223,S044109,6102,Lost Container,Open
CL02224,S015440,825,Customs Issue,Closed
CL02225,S025339,2060,Customs Issue,Under Review
CL02226,S064946,11251,Late Delivery,Under Review
CL02227,S003567,1218,Customs Issue,Closed
CL02228,S047426,11408,Late Delivery,Open
CL02229,S024547,8751,Lost Container,Open
CL02230,S005734,1579,Damage,Open
CL02231,S079720,6448,Customs Issue,Open
CL02232,S078598,1757,Customs Issue,Under Review
CL02233,S043250,3738,Late Delivery,Closed
CL02234,S097989,2808,Lost Container,Under Review
CL02235,S097769,12135,Customs Issue,Under Review
CL02236,S042356,14996,Customs Issue,Closed
CL02237,S076521,6134,Customs Issue,Under Review
CL02238,S038839,9451,Lost Container,Open
CL02239,S022244,14539,Late Delivery,Open
CL02240,S004459,6494,Late Delivery,Under Review
CL02241,S063123,4183,Customs Issue,Under Review
CL02242,S013669,2882,Customs Issue,Open
CL02243,S031283,5597,Lost Container,Closed
CL02244,S043877,10420,Lost Container,Open
CL02245,S094926,11515,Customs Issue,Under Review
CL02246,S061476,13884,Lost Container,Open
CL02247,S095799,14726,Lost Container,Open
CL02248,S020307,7953,Damage,Under Review
CL02249,S039269,1438,Damage,Under Review
CL02250,S007036,8597,Lost Container,Open
CL02251,S027073,4972,Customs Issue,Closed
CL02252,S031492,13946,Late Delivery,Open
CL02253,S092382,6156,Customs Issue,Under Review
CL02254,S047089,5261,Customs Issue,Under Review
CL02255,S043833,3168,Late Delivery,Under Review
CL02256,S016268,7592,Customs Issue,Closed
CL02257,S017682,2137,Lost Container,Open
CL02258,S004938,9303,Late Delivery,Under Review
CL02259,S038824,9193,Customs Issue,Under Review
CL02260,S084511,3374,Late Delivery,Open
CL02261,S031760,12221,Customs Issue,Closed
CL02262,S045507,6855,Lost Container,Closed
CL02263,S060952,8175,Damage,Under Review
CL02264,S057427,14201,Late Delivery,Open
CL02265,S080361,875,Lost Container,Open
CL02266,S049511,12654,Lost Container,Closed
CL02267,S049386,10820,Late Delivery,Open
CL02268,S037462,8917,Lost Container,Closed
CL02269,S099568,1966,Late Delivery,Open
CL02270,S022623,10014,Customs Issue,Closed
CL02271,S055997,9450,Lost Container,Closed
CL02272,S077081,9423,Damage,Closed
CL02273,S025004,10155,Customs Issue,Closed
CL02274,S018906,5213,Lost Container,Open
CL02275,S036173,9614,Damage,Closed
CL02276,S041188,11760,Damage,Under Review
CL02277,S002611,9790,Customs Issue,Under Review
CL02278,S052538,1333,Customs Issue,Closed
CL02279,S025179,10041,Damage,Under Review
CL02280,S034216,7497,Lost Container,Under Review
CL02281,S049900,12730,Late Delivery,Under Review
CL02282,S057910,5587,Damage,Open
CL02283,S010211,8795,Late Delivery,Closed
CL02284,S077988,8864,Customs Issue,Closed
CL02285,S028922,6837,Customs Issue,Closed
CL02286,S057490,10018,Lost Container,Under Review
CL02287,S082958,3571,Customs Issue,Under Review
CL02288,S055607,4988,Late Delivery,Closed
CL02289,S061548,9918,Lost Container,Open
CL02290,S022331,2072,Lost Container,Open
CL02291,S046479,12443,Damage,Under Review
CL02292,S070558,4697,Customs Issue,Under Review
CL02293,S009807,7851,Lost Container,Under Review
CL02294,S082512,11328,Customs Issue,Under Review
CL02295,S040463,8656,Damage,Open
CL02296,S067392,12110,Lost Container,Under Review
CL02297,S088469,11169,Damage,Open
CL02298,S062851,2168,Customs Issue,Under Review
CL02299,S033466,751,Customs Issue,Under Review
CL02300,S007366,8051,Lost Container,Under Review
CL02301,S028058,2432,Customs Issue,Open
CL02302,S022167,9111,Customs Issue,Closed
CL02303,S076079,13132,Customs Issue,Closed
CL02304,S003360,10038,Customs Issue,Closed
CL02305,S040861,11362,Damage,Closed
